Call type,Location,Dispatch time
STANDBY TO PREVENT DISTURBANCE,7700 INDIAN TRL,2022-04-15 18:45:48
DISTURBANCE WITH WEAPON JUST OCCURRED,50 W WINDSOR DR,2022-04-15 18:45:24
UNKNOWN,6211 BIG OAK LN,2022-04-15 18:41:09
UNKNOWN,2900 W 13TH ST,2022-04-15 18:40:20
SHOPLIFTING,2700 S SHACKLEFORD RD,2022-04-15 18:37:34
BURGLAR ALARM,3100 W 68TH ST,2022-04-15 18:35:48
THEFT JUST OCCURRED,11800 PLEASANT RIDGE RD,2022-04-15 18:32:28
BATTERY IN PROGRESS,302 N SHACKLEFORD RD,2022-04-15 18:29:11
VEHICLE STALLED VEHICLE,S SHACKLEFORD RD / INTERSTATE 430,2022-04-15 18:25:52
DISTURBANCE IN PROGRESS,2021 MAIN ST,2022-04-15 18:25:47
ACCIDENT,MABELVALE CTF / CHICOT RD,2022-04-15 18:20:23
THEFT JUST OCCURRED,6000 W MARKHAM ST,2022-04-15 18:19:56
DISTURBANCE IN PROGRESS,3702 S UNIVERSITY AVE,2022-04-15 18:16:29
SUSPICIOUS PERSON,1800 BROADWAY ST,2022-04-15 18:14:36
ASSIST MEDICAL,1818 MCALMONT ST,2022-04-15 18:14:22
SHOTS FIRED,3200 BANKHEAD DR,2022-04-15 18:13:14
GAMBLING LAW VIOLATIONS,9101 W MARKHAM ST,2022-04-15 18:09:15
DISTURBANCE IN PROGRESS,10800 KANIS RD,2022-04-15 18:08:51
BURGLAR ALARM,1900 N BRYANT ST,2022-04-15 18:08:34
ASSIST MEDICAL,9219 SIBLEY HOLE RD,2022-04-15 17:58:39
DISTURBANCE IN PROGRESS,2223 CUMBERLAND ST,2022-04-15 17:57:03
ACCIDENT,W 4TH ST / BROADWAY ST,2022-04-15 17:56:28
BURGLAR ALARM,4001 PRATT REMMEL RD,2022-04-15 17:54:16
DISTURBANCE IN PROGRESS,11400 W MARKHAM ST,2022-04-15 17:51:23
DISTURBANCE IN PROGRESS,4 PAR CIR,2022-04-15 17:49:52
SUSPICIOUS PERSON,3320 BASELINE RD,2022-04-15 17:49:08
SHOPLIFTING,2700 S SHACKLEFORD RD,2022-04-15 17:48:38
ASSIST MEDICAL,3821 ASHER AVE,2022-04-15 17:47:11
WANTED PERSON,4605 W 25TH ST,2022-04-15 17:43:36
BURGLAR ALARM,5 ACCADIA CT,2022-04-15 17:41:26
ANIMAL VICIOUS ANIMAL,2512 DORCHESTER DR,2022-04-15 17:40:46
LOUD MUSIC,311 E 8TH ST,2022-04-15 17:37:52
DISTURBANCE IN PROGRESS,8110 LOUWANDA DR,2022-04-15 17:37:37
ACCIDENT INJURIES,W 12TH ST / FAIR PARK BLVD,2022-04-15 17:35:49
BURGLAR ALARM,2521 S ARCH ST,2022-04-15 17:32:55
CHECK CONDITION OF SUBJECT,200 E MARKHAM ST / 100 S SCOTT ST,2022-04-15 17:30:06
CHECK CONDITION OF SUBJECT,S UNIVERSITY AVE / ASHER AVE,2022-04-15 17:28:56
ACCIDENT,925 S UNIVERSITY AVE,2022-04-15 17:27:03
BATTERY JUST OCCURRED,104 S UNIVERSITY AVE,2022-04-15 17:26:21
CHECK CONDITION OF SUBJECT,W 13TH ST / CENTER ST,2022-04-15 17:24:14
UNKNOWN,6115 W MARKHAM ST,2022-04-15 17:22:37
ROBBERY ALARM,5017 S UNIVERSITY AVE,2022-04-15 17:21:37
RESIDENTIAL ALARM,10018 INDEPENDENCE LN,2022-04-15 17:20:46
FORGERY IN PROGRESS,12615 CHENAL PKY,2022-04-15 17:14:47
SHOT SPOTTER ACTIVATION,4921 W 30TH ST,2022-04-15 17:12:26
PROPERTY CHECK,3105 S SUMMIT ST,2022-04-15 17:06:16
UNKNOWN,3820 W MARKHAM ST,2022-04-15 16:57:45
CHECK CONDITION OF SUBJECT,1221 JEFFERSON ST,2022-04-15 16:55:23
BURGLAR ALARM,4523 HOFFMAN RD,2022-04-15 16:46:34
THEFT JUST OCCURRED,11801 CHENAL PKY,2022-04-15 16:41:02
DISTURBANCE WITH WEAPON IN PROGRESS,9101 AUXOR RD,2022-04-15 16:37:02
CHECK CONDITION OF SUBJECT,911 E 21ST ST,2022-04-15 16:35:16
DISTURBANCE JUST OCCURRED,800 BROADWAY ST,2022-04-15 16:34:22
POLICE - SUBJECT DOWN,4100 W MARKHAM ST,2022-04-15 16:28:26
BURGLAR ALARM,4523 HOFFMAN RD,2022-04-15 16:26:22
ASSIST OTHER AGENCY,W 36TH ST / COLONEL GLENN RD,2022-04-15 16:24:58
DISTURBANCE IN PROGRESS,24 CLIFTON DR,2022-04-15 16:23:57
BREAKING OR ENTERING AUTO JUST OCCURRED,3200 BROWN ST,2022-04-15 16:23:21
STANDBY TO PREVENT DISTURBANCE,302 BROOKSIDE DR,2022-04-15 16:16:07
ACCIDENT DWI,10206 MABELVALE PLAZA DR,2022-04-15 16:14:24
ASSIST MEDICAL,101 N UNIVERSITY AVE,2022-04-15 16:10:43
DISTURBANCE,650 S SHACKLEFORD RD,2022-04-15 16:03:26
DISTURBANCE IN PROGRESS,5400 W 12TH ST,2022-04-15 16:03:03
GAMBLING LAW VIOLATIONS,9101 W MARKHAM ST,2022-04-15 16:01:25
BATTERY,10901 MARA LYNN RD,2022-04-15 15:54:49
CHECK CONDITION OF SUBJECT,3600 CANTRELL RD,2022-04-15 15:53:56
DISTURBANCE JUST OCCURRED,3700 W 18TH ST,2022-04-15 15:50:34
DISTURBANCE IN PROGRESS,7515 GEYER SPRINGS RD,2022-04-15 15:47:55
RESIDENTIAL ALARM,5705 BROWNING RD,2022-04-15 15:45:06
PROPERTY CHECK,1711 S SUMMIT ST,2022-04-15 15:43:31
CRIMINAL TRESPASS IN PROGRESS,600 HARDIN RD,2022-04-15 15:42:54
STANDBY TO PREVENT DISTURBANCE,707 INTERSTATE 30,2022-04-15 15:37:14
CRIMINAL TRESPASS IN PROGRESS,2401 W 13TH ST,2022-04-15 15:36:55
INFORMATION REPORT,1400 W CAPITOL AVE,2022-04-15 15:31:51
DISTURBANCE IN PROGRESS,OXFORD VALLEY DR / BARCLAY RD,2022-04-15 15:30:33
DISTURBANCE,5320 W MARKHAM ST,2022-04-15 15:27:37
INDECENT EXPOSURE,21 RIO GRANDE FOREST DR,2022-04-15 15:26:11
ASSIST MEDICAL,7303 KANIS RD,2022-04-15 15:22:26
THEFT IN PROGRESS,2700 S SHACKLEFORD RD,2022-04-15 15:21:26
DISTURBANCE IN PROGRESS,1400 LEANDER DR,2022-04-15 15:17:18
CHECK CONDITION OF SUBJECT,1800 BROADWAY ST,2022-04-15 15:16:30
ACCIDENT,2800 S ARCH ST,2022-04-15 15:13:10
FORGERY,17901 CHENAL PKY,2022-04-15 15:11:42
BURGLAR ALARM,2521 S ARCH ST,2022-04-15 15:10:10
ACCIDENT,W 21ST ST / FAIR PARK BLVD,2022-04-15 15:08:52
BURGLARY,10300 COLONEL GLENN RD,2022-04-15 15:08:33
INDECENT EXPOSURE,1200 MAIN ST,2022-04-15 15:05:49
PROPERTY CHECK,9 CYNTHIA CIR,2022-04-15 15:02:33
ACCIDENT,1123 S UNIVERSITY AVE,2022-04-15 14:58:15
HARASSING COMMUNICATIONS,7515 GEYER SPRINGS RD,2022-04-15 14:56:17
VEHICLE ABANDONED VEHICLE,9212 CYNTHIA DR,2022-04-15 14:55:02
VEHICLE STALLED VEHICLE,BROOKSIDE DR / W MARKHAM ST,2022-04-15 14:53:09
FORGERY,109 MARKHAM PARK DR,2022-04-15 14:51:12
NARCOTICS LAW VIOLATIONS,1821 RESERVOIR RD,2022-04-15 14:50:48
SHOPLIFTING,2700 S SHACKLEFORD RD,2022-04-15 14:50:08
INFORMATION REPORT,1 PORTIA DR,2022-04-15 14:47:11
DISTURBANCE IN PROGRESS,11501 FINANCIAL CENTRE PKY,2022-04-15 14:46:12
CRIMINAL MISCHIEF,1015 MAIN ST,2022-04-15 14:41:13
BATTERY JUST OCCURRED,6310 COLONEL GLENN RD,2022-04-15 14:32:30
BATTERY IN PROGRESS,523 CENTER ST,2022-04-15 14:24:00
BATTERY JUST OCCURRED,6310 COLONEL GLENN RD,2022-04-15 14:18:27
SUSPICIOUS PERSON,401 E 3RD ST,2022-04-15 14:13:40
POLICE - OVERDOSE,11401 MESA DR,2022-04-15 14:12:21
RESIDENTIAL ALARM,2205 S JACKSON ST,2022-04-15 14:11:51
ACCIDENT,8001 INTERSTATE 30,2022-04-15 14:07:12
ASSIST MEDICAL,3106 S BATTERY ST,2022-04-15 14:06:11
POLICE - OVERDOSE,11200 EDEN LN,2022-04-15 14:04:56
SHOTS FIRED,75 WESTMINISTER DR,2022-04-15 13:54:53
ASSIST MEDICAL,224 E 7TH ST,2022-04-15 13:34:34
UNKNOWN,224 E 7TH ST,2022-04-15 13:32:52
RESIDENTIAL ALARM,2715 MONTREAL DR,2022-04-15 13:32:31
POLICE - SUBJECT DOWN,10221 N RODNEY PARHAM RD,2022-04-15 13:28:18
DISTURBANCE STALLED VEHICLE,INTERSTATE 630 / S SHACKLEFORD RD,2022-04-15 13:26:43
BURGLAR ALARM,321 S VICTORY ST,2022-04-15 13:21:49
ACCIDENT HIT and RUN,401 S BOWMAN RD,2022-04-15 13:18:11
UNKNOWN,5000 S ARCH ST,2022-04-15 13:16:48
DISTURBANCE IN PROGRESS,514 BRYAN ST,2022-04-15 13:12:25
SHOPLIFTING,2700 S SHACKLEFORD RD,2022-04-15 13:09:13
DISTURBANCE IN PROGRESS,8701 INTERSTATE 30,2022-04-15 12:57:14
RESIDENTIAL ALARM,100 FALATA CIR,2022-04-15 12:54:08
DISTURBANCE IN PROGRESS,2219 S SCOTT ST,2022-04-15 12:52:44
ACCIDENT,NAN CIR / MARA LYNN RD,2022-04-15 12:44:53
DISTURBANCE IN PROGRESS,4002 W MARKHAM ST,2022-04-15 12:42:00
BATTERY IN PROGRESS,35 NANDINA CIR,2022-04-15 12:32:18
DISTURBANCE IN PROGRESS,111 N BOWMAN RD,2022-04-15 12:29:35
VEHICLE ABANDONED VEHICLE,GLEN DR / INDIAN TRL,2022-04-15 12:27:52
DISTURBANCE JUST OCCURRED,500 NAPA VALLEY DR,2022-04-15 12:26:53
INDECENT EXPOSURE,KAVANAUGH BLVD / N CEDAR ST,2022-04-15 12:23:39
DISTURBANCE IN PROGRESS,4718 W 13TH ST,2022-04-15 12:17:05
FORGERY,11525 CANTRELL RD,2022-04-15 12:12:02
ACCIDENT,ASHER AVE / FAIR PARK BLVD,2022-04-15 12:10:01
STANDBY TO PREVENT DISTURBANCE,1917 BRAGG ST,2022-04-15 12:08:18
THEFT,801 E ROOSEVELT RD,2022-04-15 12:06:26
PROPERTY CHECK,2620 S SCOTT ST,2022-04-15 12:05:50
PROPERTY CHECK,GRAND AVE / TULANE AVE,2022-04-15 12:05:30
BURGLAR ALARM,6818 MURRAY ST,2022-04-15 12:02:42
BATTERY,11500 CHICOT RD,2022-04-15 11:59:36
PROPERTY CHECK,13600 OTTER CREEK EAST BLVD,2022-04-15 11:57:32
VEHICLE STOLEN VEHICLE,707 INTERSTATE 30,2022-04-15 11:55:45
POLICE - SUBJECT DOWN,5620 ASHER AVE,2022-04-15 11:50:52
DISTURBANCE IN PROGRESS,W 23RD ST / S ARCH ST,2022-04-15 11:50:02
WANTED PERSON,1010 BRECKENRIDGE DR,2022-04-15 11:45:51
BATTERY JUST OCCURRED,6200 COLONEL GLENN RD,2022-04-15 11:45:21
SHOPLIFTING,2700 S SHACKLEFORD RD,2022-04-15 11:39:19
PROPERTY CHECK,1912 GREEN MOUNTAIN DR,2022-04-15 11:39:04
BATTERY IN PROGRESS,6618 W 30TH ST,2022-04-15 11:37:01
DISTURBANCE IN PROGRESS,7515 GEYER SPRINGS RD,2022-04-15 11:33:52
BATTERY JUST OCCURRED,1111 DR MARTIN LUTHER KING DR,2022-04-15 11:32:52
INFORMATION REPORT,2000 SHUMATE DR,2022-04-15 11:32:06
DISTURBANCE JUST OCCURRED,3612 BASELINE RD,2022-04-15 11:30:17
UNKNOWN,5701 W CHARLES BUSSEY AVE,2022-04-15 11:24:05
ACCIDENT,CHENAL PKY / W MARKHAM ST,2022-04-15 11:19:06
SUSPICIOUS PERSON,1900 N GRANT ST,2022-04-15 11:17:55
PARKING VIOLATION,VERBENA DR / BASELINE RD,2022-04-15 11:14:41
ACCIDENT INJURIES,1720 S UNIVERSITY AVE,2022-04-15 11:12:53
BATTERY IN PROGRESS,500 NAPA VALLEY DR,2022-04-15 11:07:43
PARKING VIOLATION,332 N SCHILLER ST,2022-04-15 11:06:59
CHECK CONDITION OF SUBJECT,9727 LANEHART RD,2022-04-15 11:05:33
LOITERING,11321 W MARKHAM ST,2022-04-15 11:04:32
CRIMINAL MISCHIEF,5100 W 24TH ST,2022-04-15 10:59:32
ACCIDENT,HINSON RD / TAYLOR LOOP RD,2022-04-15 10:58:42
CHECK CONDITION OF SUBJECT,10920 BULL RUN DR,2022-04-15 10:58:20
DISTURBANCE WITH WEAPON IN PROGRESS,8107 BASELINE RD,2022-04-15 10:55:57
DISTURBANCE,12500 W MARKHAM ST,2022-04-15 10:53:54
DISTURBANCE WITH WEAPON JUST OCCURRED,1100 BROOKSIDE DR,2022-04-15 10:52:57
CRIMINAL MISCHIEF,2719 WASHINGTON ST,2022-04-15 10:44:49
PARKING VIOLATION,11221 MARA LYNN RD,2022-04-15 10:39:22
RESIDENTIAL ALARM,14801 PRIDE VALLEY RD,2022-04-15 10:38:40
UNKNOWN,302 E ROOSEVELT RD,2022-04-15 10:33:13
BURGLARY,24 OAKWOOD RD,2022-04-15 10:30:32
BREAKING OR ENTERING AUTO,2200 S SPRING ST,2022-04-15 10:29:06
ACCIDENT,323 CENTER ST,2022-04-15 10:28:27
DISTURBANCE WITH WEAPON IN PROGRESS,61 LAKESIDE DR,2022-04-15 10:27:07
ASSIST MEDICAL,8701 INTERSTATE 30,2022-04-15 10:21:35
THEFT,8820 KNOEDL CT,2022-04-15 10:15:12
STANDBY TO PREVENT DISTURBANCE,GLOVER ST / BISCAYNE DR,2022-04-15 10:14:33
DISTURBANCE IN PROGRESS,116 OTTENHEIMER PLZ,2022-04-15 10:12:28
BATTERY JUST OCCURRED,BUTLER RD / W 65TH ST,2022-04-15 10:08:19
FORGERY,6712 BASELINE RD,2022-04-15 10:05:35
THEFT,1815 GREEN MOUNTAIN DR,2022-04-15 10:04:19
RESIDENTIAL ALARM,24 LONGWELL LOOP,2022-04-15 09:57:20
BURGLAR ALARM,2908 S UNIVERSITY AVE,2022-04-15 09:56:46
FOUND PROPERTY,BEACON ST / N CLEVELAND ST,2022-04-15 09:47:57
PRISONER TRANSPORT,600 W MARKHAM ST,2022-04-15 09:47:30
DISTURBANCE IN PROGRESS,5213 W 65TH ST,2022-04-15 09:40:50
UNKNOWN,2123 LABETTE MANOR DR,2022-04-15 09:37:03
CHECK CONDITION OF SUBJECT,PLATEAU ST / S CEDAR ST,2022-04-15 09:19:35
FOUND PROPERTY,3313 J E DAVIS DR,2022-04-15 09:18:14
ACCIDENT,KANIS RD / S RODNEY PARHAM RD,2022-04-15 08:57:51
SHOT SPOTTER ACTIVATION,3121 W 13TH ST,2022-04-15 08:50:31
RESIDENTIAL ALARM,2001 GUNPOWDER RD,2022-04-15 08:44:46
THEFT,6100 MITCHELL DR,2022-04-15 08:36:02
DISTURBANCE IN PROGRESS,1400 S MONROE ST,2022-04-15 08:30:24
FOUND PROPERTY,2223 S CHESTER ST,2022-04-15 08:20:45
VEHICLE RECOVERED STOLEN VEHICLE,26 ROLLING LN,2022-04-15 08:18:36
ADMINISTRATIVE,3201 W ROOSEVELT RD,2022-04-15 08:14:51
DISTURBANCE IN PROGRESS,104 S UNIVERSITY AVE,2022-04-15 08:14:17
RESIDENTIAL ALARM,3315 GREEN DR,2022-04-15 08:10:51
BATTERY JUST OCCURRED,6112 ARBOR CV,2022-04-15 08:04:05
POLICE - OVERDOSE,7575 GEYER SPRINGS RD,2022-04-15 07:53:00
DISTURBANCE IN PROGRESS,11401 MESA DR,2022-04-15 07:50:50
BURGLAR ALARM,9621 INTERSTATE 30,2022-04-15 07:42:40
DISTURBANCE IN PROGRESS,9801 W MARKHAM ST,2022-04-15 07:35:10
DISTURBANCE WITH WEAPON JUST OCCURRED,111 BROADMOOR DR,2022-04-15 07:29:29
THEFT,8115 FRENCHMANS LN,2022-04-15 07:20:28
DISTURBANCE IN PROGRESS,3601 W ROOSEVELT RD,2022-04-15 07:18:57
BURGLAR ALARM,625 N UNIVERSITY AVE,2022-04-15 07:17:58
ANIMAL VICIOUS ANIMAL,10311 SARDIS RD,2022-04-15 07:17:49
BURGLAR ALARM,10801 COLONEL GLENN SQ,2022-04-15 07:05:03
CHECK CONDITION OF SUBJECT,500 BROADWAY ST,2022-04-15 06:58:18
ACCIDENT HIT and RUN W/INJURY ( C ),ROSEMOOR DR / GUM SPRINGS RD,2022-04-15 06:56:35
SUBJECT STOP,W 8TH ST / S PINE ST,2022-04-15 06:54:40
ACCIDENT,3 CHERRY VALLEY DR,2022-04-15 06:48:48
ASSIST MEDICAL,N POLK ST / WOODLAWN DR,2022-04-15 06:43:19
ASSIST MEDICAL,6201 PATTERSON RD,2022-04-15 06:40:08
BURGLARY,9001 W MARKHAM ST,2022-04-15 06:33:26
SUSPICIOUS PERSON,1024 N UNIVERSITY AVE,2022-04-15 06:10:52
BURGLAR ALARM,1300 WESTPARK DR,2022-04-15 06:09:44
BURGLAR ALARM,5013 S UNIVERSITY AVE,2022-04-15 06:03:14
DEATH,16 ALBAN LN,2022-04-15 06:00:34
ASSIST MEDICAL,14916 CANTRELL RD,2022-04-15 05:18:26
SUSPICIOUS PERSON,2618 S SHACKLEFORD RD,2022-04-15 05:01:35
INFORMATION REPORT,3917 W 12TH ST,2022-04-15 04:51:55
SUSPICIOUS PERSON,101 E MARKHAM ST,2022-04-15 04:48:36
SUSPICIOUS PERSON,5300 BASELINE RD,2022-04-15 04:44:19
POLICE - SUBJECT DOWN,6420 COLONEL GLENN RD,2022-04-15 04:32:46
RESIDENTIAL ALARM,8921 GARDNER RD,2022-04-15 04:28:22
DISTURBANCE IN PROGRESS,8921 GARDNER RD,2022-04-15 04:09:19
BURGLAR ALARM,2323 E ROOSEVELT RD,2022-04-15 03:51:00
BURGLAR ALARM,5800 SCOTT HAMILTON DR,2022-04-15 03:44:28
RESIDENTIAL ALARM,308 S WOODROW ST,2022-04-15 03:13:31
SUSPICIOUS PERSON,1760 JOHN BARROW RD,2022-04-15 03:11:17
UNKNOWN,10617 DAVID O DODD RD,2022-04-15 03:07:46
ACCIDENT,9804 SATTERFIELD DR,2022-04-15 03:06:06
CHECK CONDITION OF SUBJECT,6420 S UNIVERSITY AVE,2022-04-15 02:56:50
BATTERY JUST OCCURRED,311 E 8TH ST,2022-04-15 02:49:17
RESIDENTIAL ALARM,8 RACQUET CT,2022-04-15 02:48:20
INFORMATION REPORT,3700 AMERICAN MANOR DR,2022-04-15 02:29:40
ASSIST MEDICAL,516 S RODNEY PARHAM RD,2022-04-15 02:26:01
INFORMATION REPORT,6200 COLONEL GLENN RD,2022-04-15 02:18:46
ADMINISTRATIVE,3201 W ROOSEVELT RD,2022-04-15 02:13:53
CRIMINAL MISCHIEF JUST OCCURRED,7515 GEYER SPRINGS RD,2022-04-15 02:08:17
SHOTS FIRED,9512 EMERALD DR,2022-04-15 01:58:19
DISTURBANCE IN PROGRESS,11401 MESA DR,2022-04-15 01:53:10
BURGLARY IN PROGRESS,2124 LABETTE MANOR DR,2022-04-15 01:47:53
SHOTS FIRED,1600 S JACKSON ST,2022-04-15 01:44:52
BURGLAR ALARM,201 S IZARD ST,2022-04-15 01:40:55
SHOT SPOTTER ACTIVATION,5100 W 24TH ST,2022-04-15 01:30:31
ASSIST MEDICAL,101 N UNIVERSITY AVE,2022-04-15 01:29:04
INFORMATION REPORT,9500 INTERSTATE 30,2022-04-15 01:26:26
BATTERY JUST OCCURRED,2124 LABETTE MANOR DR,2022-04-15 01:19:05
ACCIDENT,7700 N CHICOT RD,2022-04-15 01:18:09
PROPERTY CHECK,6 HALIFAX CT,2022-04-15 01:13:58
ASSIST MEDICAL,1321 MAIN ST,2022-04-15 01:13:15
BURGLAR ALARM,201 S IZARD ST,2022-04-15 01:10:09
DISTURBANCE IN PROGRESS,4 BUTTERMILK RD,2022-04-15 01:08:34
UNKNOWN,BROADWAY ST / W DAISY L GATSON BATES DR,2022-04-15 01:06:39
CHECK CONDITION OF SUBJECT,706 NIX RD,2022-04-15 01:05:40
POLICE - SUBJECT DOWN,8108 GEYER SPRINGS RD,2022-04-15 00:56:42
BATTERY JUST OCCURRED,201 W CAPITOL AVE,2022-04-15 00:55:20
ACCIDENT HIT and RUN,10016 INTERSTATE 30,2022-04-15 00:53:44
