Call type,Location,Dispatch time
ACCIDENT W/INJURY and ENTRAPMENT,CHENAL PKY / WELLINGTON HILLS RD,2022-04-17 19:15:43
CHECK CONDITION OF SUBJECT,11214 MESA DR,2022-04-17 19:05:38
RESIDENTIAL ALARM,4216 S BOWMAN RD,2022-04-17 19:03:20
DISTURBANCE IN PROGRESS,75 WESTMINISTER DR,2022-04-17 19:01:43
BATTERY JUST OCCURRED,3003 BISHOP ST,2022-04-17 18:57:21
UNKNOWN,8720 STANTON RD,2022-04-17 18:52:44
ACCIDENT HIT and RUN,712 S SCOTT ST,2022-04-17 18:51:46
DISTURBANCE IN PROGRESS,11701 MARA LYNN RD,2022-04-17 18:38:56
DISTURBANCE WITH WEAPON IN PROGRESS,12325 STAGECOACH RD,2022-04-17 18:33:18
PROPERTY CHECK,8223 SCOTT HAMILTON DR,2022-04-17 18:32:08
DISTURBANCE IN PROGRESS,1111 W MARKHAM ST,2022-04-17 18:31:12
STANDBY TO PREVENT DISTURBANCE,1801 RESERVOIR RD,2022-04-17 18:29:50
ASSIST MEDICAL,405 E 3RD ST,2022-04-17 18:22:19
THEFT IN PROGRESS,2415 BROADWAY ST,2022-04-17 18:10:59
DISTURBANCE IN PROGRESS,11400 W MARKHAM ST,2022-04-17 18:04:16
THEFT IN PROGRESS,7515 GEYER SPRINGS RD,2022-04-17 17:57:21
DISTURBANCE IN PROGRESS,511 PRESIDENT CLINTON AVE,2022-04-17 17:56:42
CRIMINAL TRESPASS IN PROGRESS,S UNIVERSITY AVE / CHICOT RD,2022-04-17 17:54:46
INFORMATION REPORT,303 PRESIDENT CLINTON AVE,2022-04-17 17:54:04
RESIDENTIAL ALARM,18 VALLEY CREST CT,2022-04-17 17:52:19
DISTURBANCE IN PROGRESS,2401 W 65TH ST,2022-04-17 17:50:22
DISTURBANCE IN PROGRESS,1709 W 24TH ST,2022-04-17 17:46:53
DISTURBANCE JUST OCCURRED,1 WIMBLEDON GREEN CIR,2022-04-17 17:38:52
ACCIDENT W/INJURY and ENTRAPMENT,N UNIVERSITY AVE / W MARKHAM ST,2022-04-17 17:35:10
SUSPICIOUS PERSON,7501 INTERSTATE 30,2022-04-17 17:34:33
DISTURBANCE IN PROGRESS,225 N SHACKLEFORD RD,2022-04-17 17:34:02
DISTURBANCE IN PROGRESS,3604 W 12TH ST,2022-04-17 17:29:17
ACCIDENT,5001 W 65TH ST,2022-04-17 17:27:33
PARKING VIOLATION,11221 MARA LYNN RD,2022-04-17 17:25:35
POLICE - SUBJECT DOWN,W 19TH ST / BISHOP WARREN DR,2022-04-17 17:19:22
ASSIST PARTY,11701 INTERSTATE 30,2022-04-17 17:17:18
DISTURBANCE IN PROGRESS,8800 BASELINE RD,2022-04-17 17:15:22
BURGLARY,85 WESTFIELD LOOP,2022-04-17 17:12:05
RESIDENTIAL ALARM,5803 W 59TH ST,2022-04-17 17:06:49
DISTURBANCE IN PROGRESS,10011 INTERSTATE 30,2022-04-17 17:06:22
CHECK CONDITION OF SUBJECT,11519 WARREN RD,2022-04-17 17:02:51
CHECK CONDITION OF SUBJECT,W MARKHAM ST / N BOWMAN RD,2022-04-17 16:45:40
BATTERY,22 SOUTHMONT DR,2022-04-17 16:37:40
THEFT JUST OCCURRED,4701 W 65TH ST,2022-04-17 16:35:05
DISTURBANCE IN PROGRESS,1005 E 8TH ST,2022-04-17 16:31:17
DISTURBANCE IN PROGRESS,7306 VALLEY DR,2022-04-17 16:31:03
UNKNOWN,5620 S UNIVERSITY AVE,2022-04-17 16:28:11
SHOT SPOTTER ACTIVATION,1401 S VAN BUREN ST,2022-04-17 16:25:59
BURGLAR ALARM,5300 S SHACKLEFORD RD,2022-04-17 16:15:57
ASSIST MEDICAL,10612 VALIANT DR,2022-04-17 16:13:04
INFORMATION REPORT,84 VILLAGE TER,2022-04-17 16:01:03
INFORMATION REPORT,8800 BASELINE RD,2022-04-17 15:56:54
ADMINISTRATIVE,3201 W ROOSEVELT RD,2022-04-17 15:52:54
DISTURBANCE JUST OCCURRED,2123 S JACKSON ST,2022-04-17 15:48:11
CHECK CONDITION OF SUBJECT,701 S SCOTT ST,2022-04-17 15:47:01
INFORMATION REPORT,7111 BASELINE RD,2022-04-17 15:45:07
PARKING VIOLATION,11221 MARA LYNN RD,2022-04-17 15:39:23
SUSPICIOUS PERSON,7801 EAGLE DR,2022-04-17 15:35:16
CRIMINAL MISCHIEF JUST OCCURRED,11500 CHICOT RD,2022-04-17 15:31:39
ACCIDENT W/INJURY and ENTRAPMENT,DAILEY DR / BASELINE RD,2022-04-17 15:30:08
DISTURBANCE IN PROGRESS,7 BROOKVIEW CIR,2022-04-17 15:29:03
DISTURBANCE IN PROGRESS,2710 CUMBERLAND ST,2022-04-17 15:26:58
POLICE - SUBJECT DOWN,10923 W MARKHAM ST,2022-04-17 15:21:00
DISTURBANCE WITH WEAPON JUST OCCURRED,3600 LILAC TER,2022-04-17 15:19:32
STANDBY TO PREVENT DISTURBANCE,6510 MABELVALE CTF,2022-04-17 15:12:31
VEHICLE STOLEN VEHICLE,7621 LANCASTER RD,2022-04-17 15:11:30
DISTURBANCE IN PROGRESS,7 VALLEY CT,2022-04-17 15:08:27
CHECK CONDITION OF SUBJECT,1800 BROADWAY ST,2022-04-17 15:07:40
DISTURBANCE,3707 W 18TH ST,2022-04-17 15:07:21
PRISONER TRANSPORT,700 S BOWMAN RD,2022-04-17 15:03:43
BURGLARY,4409 W 24TH ST,2022-04-17 15:01:34
DISTURBANCE IN PROGRESS,21 S MEADOWCLIFF DR,2022-04-17 14:53:54
RESIDENTIAL ALARM,10609 YOSEMITE VALLEY DR,2022-04-17 14:46:05
ACCIDENT HIT and RUN,209 W 6TH ST,2022-04-17 14:44:30
DISTURBANCE WITH WEAPON IN PROGRESS,44 KAYWOOD DR,2022-04-17 14:37:05
ACCIDENT,DR MARTIN LUTHER KING DR / W 34TH ST,2022-04-17 14:35:52
DISTURBANCE IN PROGRESS,24 PORTLAND RD,2022-04-17 14:30:41
BATTERY JUST OCCURRED,4709 ELMWOOD DR,2022-04-17 14:24:00
ASSIST OTHER AGENCY,2100 BROWN ST,2022-04-17 14:22:52
VEHICLE BLOCKED DRIVE / ALLEY,1010 BRECKENRIDGE DR,2022-04-17 14:21:30
SUSPICIOUS PERSON,10434 W 36TH ST,2022-04-17 14:20:39
ACCIDENT,BASELINE RD / FRONTAGE RD,2022-04-17 14:12:08
RESIDENTIAL ALARM,4 OLD FORGE CT,2022-04-17 14:11:22
DISTURBANCE IN PROGRESS,1311 W MARKHAM ST,2022-04-17 14:00:16
UNKNOWN,4715 W 23RD ST,2022-04-17 13:58:24
ASSIST MEDICAL,104 S UNIVERSITY AVE,2022-04-17 13:49:01
BURGLAR ALARM,10801 COLONEL GLENN RD,2022-04-17 13:46:40
POLICE - OVERDOSE,15000 CHENAL PKY,2022-04-17 13:45:19
SHOTS FIRED,3608 BOWERS ST,2022-04-17 13:44:24
DISTURBANCE IN PROGRESS,4900 TALLEY RD,2022-04-17 13:39:40
RESIDENTIAL ALARM,2200 S MONROE ST,2022-04-17 13:36:02
DISTURBANCE IN PROGRESS,1100 FAIR PARK BLVD,2022-04-17 13:34:35
BURGLAR ALARM,100 S ROCK ST,2022-04-17 13:32:21
ACCIDENT HIT and RUN,6703 DOVE LN,2022-04-17 13:23:12
BURGLARY IN PROGRESS,3825 W MARKHAM ST,2022-04-17 13:13:42
DISTURBANCE IN PROGRESS,9200 N RODNEY PARHAM RD,2022-04-17 13:12:59
RESIDENTIAL ALARM,1711 WAGON WHEEL DR,2022-04-17 13:04:13
BURGLAR ALARM,100 S ROCK ST,2022-04-17 13:01:17
DISTURBANCE IN PROGRESS,S UNIVERSITY AVE / W MARKHAM ST,2022-04-17 12:58:47
RESIDENTIAL ALARM,21 BANGOR CT,2022-04-17 12:58:19
CHECK CONDITION OF SUBJECT,SPENCER DR / COFFER LN,2022-04-17 12:57:13
VEHICLE RECOVERED STOLEN VEHICLE,2104 S MONROE ST,2022-04-17 12:50:58
DISTURBANCE IN PROGRESS,11500 CHICOT RD,2022-04-17 12:50:19
RESIDENTIAL ALARM,12206 W MARKHAM ST,2022-04-17 12:49:29
UNKNOWN,S SUMMIT ST / W DAISY L GATSON BATES DR,2022-04-17 12:48:28
DISTURBANCE IN PROGRESS,8921 GARDNER RD,2022-04-17 12:42:35
UNKNOWN,701 NAPA VALLEY DR,2022-04-17 12:40:59
RESIDENTIAL ALARM,1923 S ARCH ST,2022-04-17 12:34:51
SUSPICIOUS PERSON,111 N BOWMAN RD,2022-04-17 12:31:57
RESIDENTIAL ALARM,420 JOHNSON ST,2022-04-17 12:31:10
THEFT,11700 INTERSTATE 30,2022-04-17 12:29:52
SUSPICIOUS PERSON,2222 JOHN BARROW RD,2022-04-17 12:28:12
UNKNOWN,8101 CANTRELL RD,2022-04-17 12:15:06
THEFT,4023 S SHACKLEFORD RD,2022-04-17 12:13:23
RESIDENTIAL ALARM,1821 S VALENTINE ST,2022-04-17 12:12:27
DISTURBANCE IN PROGRESS,4920 BASELINE RD,2022-04-17 12:08:04
UNKNOWN,5000 S ARCH ST,2022-04-17 12:05:17
ASSIST OTHER AGENCY,2900 S WOODROW ST,2022-04-17 12:02:27
BATTERY JUST OCCURRED,23 SOUTHERN HILLS CIR,2022-04-17 11:59:21
SHOTS FIRED,3101 BOYLE PARK RD,2022-04-17 11:57:17
SHOT SPOTTER ACTIVATION,1923 FAIR PARK BLVD,2022-04-17 11:54:37
THEFT,701 S SCOTT ST,2022-04-17 11:52:46
BURGLAR ALARM,1423 E 6TH ST,2022-04-17 11:47:46
UNKNOWN,8521 GEYER SPRINGS RD,2022-04-17 11:46:35
ACCIDENT,DR MARTIN LUTHER KING DR / WRIGHT AVE,2022-04-17 11:43:38
THEFT IN PROGRESS,2700 S SHACKLEFORD RD,2022-04-17 11:43:06
ACCIDENT,8101 STAGECOACH RD,2022-04-17 11:41:33
UNKNOWN,11500 CHICOT RD,2022-04-17 11:40:17
INFORMATION REPORT,9718 SUNSET LN,2022-04-17 11:32:15
CHECK CONDITION OF SUBJECT,S MCKINLEY ST / W MARKHAM ST,2022-04-17 11:31:42
ASSIST MEDICAL,2700 S SHACKLEFORD RD,2022-04-17 11:24:56
DISTURBANCE IN PROGRESS,617 BROADWAY ST,2022-04-17 11:23:34
ANIMAL VICIOUS ANIMAL,5 ACORN PL,2022-04-17 11:18:44
BATTERY,3917 W 12TH ST,2022-04-17 11:15:36
DISTURBANCE IN PROGRESS,2 RUGBY DR,2022-04-17 10:54:18
RESIDENTIAL ALARM,9621 WOODFORD DR,2022-04-17 10:53:30
DISTURBANCE IN PROGRESS,111 N BOWMAN RD,2022-04-17 10:49:56
BURGLAR ALARM,6000 W MARKHAM ST,2022-04-17 10:40:01
CUTTING IN PROGRESS,13 GREGORY LN,2022-04-17 10:28:46
DISTURBANCE IN PROGRESS,3618 W ROOSEVELT RD,2022-04-17 10:26:41
ASSIST MEDICAL,7701 BURNELLE DR,2022-04-17 10:25:58
CHECK CONDITION OF SUBJECT,W MARKHAM ST / JOHN BARROW RD,2022-04-17 10:24:47
DISTURBANCE IN PROGRESS,2710 S SHACKLEFORD RD,2022-04-17 10:23:27
DISTURBANCE JUST OCCURRED,2123 S JACKSON ST,2022-04-17 10:16:02
SUSPICIOUS PERSON,1854 S SUMMIT ST,2022-04-17 10:15:00
THEFT JUST OCCURRED,10422 CHICOT RD,2022-04-17 10:13:40
BATTERY IN PROGRESS,6 CLIFTON DR,2022-04-17 10:08:38
CHECK CONDITION OF SUBJECT,10 TIMBER VALLEY CV,2022-04-17 10:03:00
STANDBY TO PREVENT DISTURBANCE,1516 W 34TH ST,2022-04-17 10:00:20
BATTERY IN PROGRESS,3510 S BRYANT ST,2022-04-17 09:43:25
INFORMATION REPORT,1412 WESTHAMPTON DR,2022-04-17 09:36:06
STANDBY TO PREVENT DISTURBANCE,ALLIS ST / W 13TH ST,2022-04-17 09:35:15
CRIMINAL TRESPASS IN PROGRESS,1822 BOOKER ST,2022-04-17 09:34:14
SHOTS FIRED,3917 W 12TH ST,2022-04-17 09:33:09
RESIDENTIAL ALARM,13815 FERN VALLEY LN,2022-04-17 09:17:35
VEHICLE ABANDONED VEHICLE,2230 COTTONDALE LN,2022-04-17 09:13:03
BREAKING OR ENTERING AUTO,2510 WALKER ST,2022-04-17 09:00:12
LOITERING,1411 S GAINES ST,2022-04-17 08:57:43
STANDBY TO PREVENT DISTURBANCE,2701 VANCOUVER DR,2022-04-17 08:55:50
SHOOTING JUST OCCURRED,BASELINE RD / GEYER SPRINGS RD,2022-04-17 08:48:30
INFORMATION REPORT,3 CONTINENTAL CIR,2022-04-17 08:43:40
INFORMATION REPORT,25 BRENNAN LN,2022-04-17 08:41:55
BURGLAR ALARM,101 S SHACKLEFORD RD,2022-04-17 08:38:16
STANDBY TO PREVENT DISTURBANCE,10001 KANIS RD,2022-04-17 08:37:06
BURGLAR ALARM,8220 GEYER SPRINGS RD,2022-04-17 08:30:43
ROBBERY ALARM,1201 S WOODROW ST,2022-04-17 08:18:09
BATTERY IN PROGRESS,3101 BOYLE PARK RD,2022-04-17 08:17:24
BURGLARY JUST OCCURRED,2218 S LOUISIANA ST,2022-04-17 08:12:59
DISTURBANCE IN PROGRESS,4714 W 31ST ST,2022-04-17 08:09:04
BURGLARY IN PROGRESS,6512 STAGECOACH RD,2022-04-17 08:05:04
INFORMATION REPORT,1516 W 34TH ST,2022-04-17 07:50:31
STANDBY TO PREVENT DISTURBANCE,14 CHELLE CV,2022-04-17 07:42:03
DISTURBANCE WITH WEAPON JUST OCCURRED,7501 INTERSTATE 30,2022-04-17 07:40:51
RESIDENTIAL ALARM,7303 BASELINE RD,2022-04-17 07:31:11
DISTURBANCE IN PROGRESS,3515 BASELINE RD,2022-04-17 07:29:57
CHECK CONDITION OF SUBJECT,4206 W MARKHAM ST,2022-04-17 07:29:01
DISTURBANCE IN PROGRESS,14 TOREY PINES DR,2022-04-17 07:26:58
ACCIDENT,S UNIVERSITY AVE / COLONEL GLENN RD,2022-04-17 07:18:19
DISTURBANCE IN PROGRESS,1800 BROADWAY ST,2022-04-17 07:12:02
DISTURBANCE IN PROGRESS,3824 STANNUS ST,2022-04-17 07:10:54
BURGLARY IN PROGRESS,11601 W MARKHAM ST,2022-04-17 07:00:07
BURGLAR ALARM,50 HICKORY HILLS CIR,2022-04-17 06:55:33
LOITERING,1200 S SHACKLEFORD RD,2022-04-17 06:47:56
UNKNOWN,2401 W 65TH ST,2022-04-17 06:37:15
BATTERY JUST OCCURRED,9114 TANYA DR,2022-04-17 06:35:31
CRIMINAL TRESPASS IN PROGRESS,2700 S SHACKLEFORD RD,2022-04-17 06:17:23
BATTERY IN PROGRESS,5 MAISONS DR,2022-04-17 06:10:36
DISTURBANCE IN PROGRESS,6115 W MARKHAM ST,2022-04-17 05:42:36
BURGLARY,719 BROADWAY ST,2022-04-17 05:41:25
DEATH,2109 S VAN BUREN ST,2022-04-17 05:38:35
BURGLAR ALARM,1624 BROADWAY ST,2022-04-17 05:26:11
CRIMINAL TRESPASS IN PROGRESS,107 E MARKHAM ST,2022-04-17 05:21:30
RESIDENTIAL ALARM,1804 BRECKENRIDGE DR,2022-04-17 05:09:05
BURGLAR ALARM,307 PRESIDENT CLINTON AVE,2022-04-17 05:07:40
UNKNOWN,7515 GEYER SPRINGS RD,2022-04-17 04:53:08
UNKNOWN,1400 CUMBERLAND ST,2022-04-17 04:27:11
DISTURBANCE WITH WEAPON IN PROGRESS,4710 SAM PECK RD,2022-04-17 04:23:11
SUSPICIOUS PERSON,7708 W 45TH ST,2022-04-17 04:03:46
UNKNOWN,3601 W ROOSEVELT RD,2022-04-17 04:01:37
CHECK CONDITION OF SUBJECT,S SPRING ST / W 13TH ST,2022-04-17 03:54:21
SHOT SPOTTER ACTIVATION,5100 ASHER AVE,2022-04-17 03:39:01
ASSIST MEDICAL,10434 W 36TH ST,2022-04-17 03:20:41
LOUD MUSIC,2815 W 7TH ST,2022-04-17 03:11:30
SHOTS FIRED,8 POINT O WOODS DR,2022-04-17 03:09:54
BATTERY IN PROGRESS,11810 PLEASANT RIDGE RD,2022-04-17 03:08:23
DISTURBANCE IN PROGRESS,104 S UNIVERSITY AVE,2022-04-17 03:05:38
SHOTS FIRED,3200 BANKHEAD DR,2022-04-17 03:01:44
RESIDENTIAL ALARM,5803 W 59TH ST,2022-04-17 02:48:34
DISTURBANCE IN PROGRESS,2711 W MARKHAM ST,2022-04-17 02:46:34
DISTURBANCE IN PROGRESS,10001 MABELVALE PIKE,2022-04-17 02:45:49
THEFT,8219 INTERSTATE 30,2022-04-17 02:42:56
BURGLAR ALARM,1200 S UNIVERSITY AVE,2022-04-17 02:42:19
ACCIDENT,MM128 I30 WB,2022-04-17 02:41:09
ASSIST MEDICAL,2013 SANFORD DR,2022-04-17 02:39:16
RESIDENTIAL ALARM,2102 S LOUISIANA ST,2022-04-17 02:35:09
UNKNOWN,48 MAYWOOD DR,2022-04-17 02:27:29
INFORMATION REPORT,9600 W 36TH ST,2022-04-17 02:21:50
CHECK CONDITION OF SUBJECT,2213 S FILLMORE ST,2022-04-17 02:20:51
THEFT,8504 WESTWOOD AVE,2022-04-17 02:18:58
SUSPICIOUS PERSON,814 GREEN MOUNTAIN DR,2022-04-17 02:18:01
SHOTS FIRED,2 WELLFORD DR,2022-04-17 02:14:12
SHOTS FIRED,51 JAN DR,2022-04-17 02:03:24
DISTURBANCE IN PROGRESS,400 N UNIVERSITY AVE,2022-04-17 01:50:10
ACCIDENT,1821 DENNISON ST,2022-04-17 01:46:03
PARKING VIOLATION,5201 GEYER SPRINGS RD,2022-04-17 01:22:11
DISTURBANCE WITH WEAPON IN PROGRESS,3121 BANKHEAD DR,2022-04-17 01:21:10
SUSPICIOUS PERSON,2912 S STATE ST,2022-04-17 01:19:56
DISTURBANCE IN PROGRESS,20 RED APPLE CV,2022-04-17 01:10:27
SUSPICIOUS PERSON,E 2ND ST / S SCOTT ST,2022-04-17 01:09:11
DISTURBANCE,5500 W 12TH ST,2022-04-17 01:04:54
INFORMATION REPORT,8504 WESTWOOD AVE,2022-04-17 01:01:47
BURGLARY IN PROGRESS PREMISES OCCUPIED,11820 SAINT CHARLES BLVD,2022-04-17 00:53:42
CRIMINAL MISCHIEF IN PROGRESS,8300 STAGECOACH RD,2022-04-17 00:51:14
ACCIDENT,43 WARREN DR,2022-04-17 00:48:26
FIRE RUN,10 PERDIDO CIR,2022-04-17 00:47:08
DISTURBANCE IN PROGRESS,5400 W 12TH ST,2022-04-17 00:45:22
SUSPICIOUS PERSON,7111 INDIANA AVE,2022-04-17 00:40:31
SUSPICIOUS PERSON,10801 EXECUTIVE CENTER DR,2022-04-17 00:39:32
ASSIST MEDICAL,300 PRESIDENT CLINTON AVE,2022-04-17 00:33:32
CHECK CONDITION OF SUBJECT,2123 S VALENTINE ST,2022-04-17 00:24:42
DISTURBANCE JUST OCCURRED,9600 SATTERFIELD DR,2022-04-17 00:23:34
UNKNOWN,4714 W 31ST ST,2022-04-17 00:20:48
PARKING VIOLATION,9500 INTERSTATE 30,2022-04-17 00:19:10
ADMINISTRATIVE,3201 W ROOSEVELT RD,2022-04-17 00:12:46
VEHICLE ABANDONED VEHICLE,5914 TRENTON LN,2022-04-17 00:11:27
SUSPICIOUS PERSON,1800 BROADWAY ST,2022-04-17 00:10:54
BATTERY IN PROGRESS,1900 RESERVOIR RD,2022-04-17 00:10:22
SHOOTING,7111 INDIANA AVE,2022-04-17 00:06:55
PROPERTY CHECK,W 34TH ST / S BRYANT ST,2022-04-17 00:05:46
PROPERTY CHECK,VICTORIA DR / BASELINE RD,2022-04-17 00:00:41
