Call type,Location,Dispatch time
BATTERY JUST OCCURRED,W 18TH ST / S BATTERY ST,2022-05-18 17:57:42
THEFT JUST OCCURRED,5909 S UNIVERSITY AVE,2022-05-18 17:54:39
TRAFFIC STOP,W 13TH ST / MAIN ST,2022-05-18 17:53:16
INFORMATION REPORT,HOLT ST / RUTGERS DR,2022-05-18 17:52:15
DISTURBANCE JUST OCCURRED,11701 W MARKHAM ST,2022-05-18 17:50:51
ACCIDENT,EXIT 2B I630 WB MLK,2022-05-18 17:48:37
INFORMATION REPORT,CHENAL PKY / S BOWMAN RD,2022-05-18 17:48:26
ACCIDENT INJURIES,6227 COLONEL GLENN RD,2022-05-18 17:47:42
DISTURBANCE IN PROGRESS,7710 COLONEL GLENN RD,2022-05-18 17:43:21
DISTURBANCE IN PROGRESS,1811 S VAN BUREN ST,2022-05-18 17:39:49
CHECK CONDITION OF SUBJECT,9601 BAPTIST HEALTH DR,2022-05-18 17:35:22
CRIMINAL TRESPASS IN PROGRESS,5106 W 10TH ST,2022-05-18 17:31:17
BURGLAR ALARM,10811 MABELVALE WEST RD,2022-05-18 17:30:52
ACCIDENT,E ROOSEVELT RD / BANKHEAD DR,2022-05-18 17:24:23
DISTURBANCE JUST OCCURRED,9501 N RODNEY PARHAM RD,2022-05-18 17:22:59
ACCIDENT,PLEASANT VALLEY DR / CANTRELL RD,2022-05-18 17:22:03
BURGLARY,3510 S BRYANT ST,2022-05-18 17:20:59
PROPERTY CHECK,3105 S SUMMIT ST,2022-05-18 17:18:39
CHECK CONDITION OF SUBJECT,1401 MAIN ST,2022-05-18 17:17:35
FORGERY,1 BASS PRO DR,2022-05-18 17:16:21
ASSIST OTHER AGENCY,DR MARTIN LUTHER KING DR / W 19TH ST,2022-05-18 17:09:27
SUSPICIOUS PERSON,301 S BOWMAN RD,2022-05-18 17:06:24
BATTERY JUST OCCURRED,4210 ASHER AVE,2022-05-18 17:04:23
SUSPICIOUS PERSON,2913 IMPERIAL VALLEY DR,2022-05-18 16:54:37
BURGLAR ALARM,11000 OTTER CREEK EAST BLVD,2022-05-18 16:48:10
BATTERY JUST OCCURRED,8100 CANTRELL RD,2022-05-18 16:44:37
DISTURBANCE IN PROGRESS,6420 S UNIVERSITY AVE,2022-05-18 16:41:09
VEHICLE ABANDONED VEHICLE,1521 W 26TH ST,2022-05-18 16:40:09
ACCIDENT,BASELINE RD / WINSTON DR,2022-05-18 16:38:43
ACCIDENT,9116 N RODNEY PARHAM RD,2022-05-18 16:35:50
ACCIDENT,14000 KANIS RD,2022-05-18 16:35:33
RESIDENTIAL ALARM,6600 POPPY RD,2022-05-18 16:34:14
THEFT JUST OCCURRED,6800 COLONEL GLENN RD,2022-05-18 16:33:29
CHECK CONDITION OF SUBJECT,N UNIVERSITY AVE / W MARKHAM ST,2022-05-18 16:31:25
DISTURBANCE IN PROGRESS,2815 LONGCOY ST,2022-05-18 16:30:59
CRIMINAL TRESPASS IN PROGRESS,5123 W 8TH ST,2022-05-18 16:29:06
BATTERY JUST OCCURRED,3400 REBSAMEN PARK RD,2022-05-18 16:25:15
RESIDENTIAL ALARM,1400 OLD FORGE DR,2022-05-18 16:21:03
ACCIDENT,W 10TH ST / S CEDAR ST,2022-05-18 16:14:39
DISTURBANCE JUST OCCURRED,8500 KELLER DR,2022-05-18 16:14:15
BATTERY JUST OCCURRED,1423 W ROOSEVELT RD,2022-05-18 16:11:25
BATTERY JUST OCCURRED,W 17TH ST / S GAINES ST,2022-05-18 16:09:34
CRIMINAL MISCHIEF JUST OCCURRED,14 WOODCLIFF CIR,2022-05-18 16:07:17
CHECK CONDITION OF SUBJECT,4804 TERRA VISTA CIR,2022-05-18 16:05:41
INFORMATION REPORT,CHENAL VALLEY DR / BRETAGNE CIR,2022-05-18 16:00:01
TRAFFIC VIOLATION,7600 REBSAMEN PARK RD,2022-05-18 15:56:37
DISTURBANCE,10001 KANIS RD,2022-05-18 15:55:48
RESIDENTIAL ALARM,6600 POPPY RD,2022-05-18 15:53:22
SUSPICIOUS PERSON,E 8TH ST / S ROCK ST,2022-05-18 15:52:23
DISTURBANCE WITH WEAPON JUST OCCURRED,5813 BASELINE RD,2022-05-18 15:51:33
VEHICLE STALLED VEHICLE,ASHER AVE / PEYTON ST,2022-05-18 15:50:44
RESIDENTIAL ALARM,2 BETSWOOD CIR,2022-05-18 15:48:41
ACCIDENT HIT and RUN,11614 HURON LN,2022-05-18 15:45:28
SHOT SPOTTER ACTIVATION,2021 S MONROE ST,2022-05-18 15:42:26
UNKNOWN,5001 W 65TH ST,2022-05-18 15:37:55
VEHICLE STOLEN VEHICLE,9520 N RODNEY PARHAM RD,2022-05-18 15:34:12
ACCIDENT,N BOWMAN RD / MARA LYNN RD,2022-05-18 15:25:32
STANDBY TO PREVENT DISTURBANCE,6200 COLONEL GLENN RD,2022-05-18 15:24:25
VEHICLE ABANDONED VEHICLE,14 WOODCLIFF CIR,2022-05-18 15:20:50
TRAFFIC VIOLATION,501 N SHACKLEFORD RD,2022-05-18 15:20:01
POLICE - OVERDOSE,5917 BASELINE RD,2022-05-18 15:17:48
UNKNOWN,3917 W 12TH ST,2022-05-18 15:16:15
BURGLARY,5 AUGUSTA CT,2022-05-18 15:08:38
STANDBY TO PREVENT DISTURBANCE,9 ROSEMONT DR,2022-05-18 15:07:55
LOITERING,301 S BOWMAN RD,2022-05-18 15:07:11
FORGERY,8824 FOURCHE DAM PIKE,2022-05-18 15:06:40
BATTERY JUST OCCURRED,1900 N POLK ST,2022-05-18 15:05:18
VEHICLE ABANDONED VEHICLE,W 16TH ST / S SUMMIT ST,2022-05-18 15:04:11
PRISONER TRANSPORT,10001 KANIS RD,2022-05-18 14:59:44
BATTERY,9715 MABELVALE PIKE,2022-05-18 14:59:20
DISTURBANCE IN PROGRESS,10200 N RODNEY PARHAM RD,2022-05-18 14:58:42
BATTERY JUST OCCURRED,5400 MURRAY ST,2022-05-18 14:50:43
CHECK CONDITION OF SUBJECT,N UNIVERSITY AVE / W MARKHAM ST,2022-05-18 14:48:58
ACCIDENT W/INJURY and ENTRAPMENT,RIDGEHAVEN RD / NAPA VALLEY DR,2022-05-18 14:48:05
ASSIST OTHER AGENCY,13200 CHENAL PKY,2022-05-18 14:36:38
ADMINISTRATIVE,3201 W ROOSEVELT RD,2022-05-18 14:31:38
ROBBERY OF INDIVIDUAL,W 33RD ST / S GAINES ST,2022-05-18 14:29:14
POLICE - OVERDOSE,10524 W MARKHAM ST,2022-05-18 14:23:19
ACCIDENT HIT and RUN,320 S UNIVERSITY AVE,2022-05-18 14:21:54
ACCIDENT HIT and RUN,S MONROE ST / W 22ND ST,2022-05-18 14:21:43
BURGLAR ALARM,9500 KANIS RD,2022-05-18 14:13:20
STANDBY TO PREVENT DISTURBANCE,42 NANDINA LN,2022-05-18 14:08:53
PARKING VIOLATION STALLED VEHICLE,KANIS RD / COOPER ORBIT RD,2022-05-18 14:08:15
DISTURBANCE IN PROGRESS,8115 FRENCHMANS LN,2022-05-18 13:59:25
ACCIDENT,W 65TH ST / HINDMAN PARK WAY,2022-05-18 13:56:11
DISTURBANCE IN PROGRESS,10800 KANIS RD,2022-05-18 13:53:21
DISTURBANCE WITH WEAPON JUST OCCURRED,100 S UNIVERSITY AVE,2022-05-18 13:49:35
DISTURBANCE IN PROGRESS,201 W CAPITOL AVE,2022-05-18 13:23:07
BATTERY JUST OCCURRED,5517 W 51ST ST,2022-05-18 13:20:07
POLICE - SUBJECT DOWN,4514 W 12TH ST,2022-05-18 13:15:55
STANDBY TO PREVENT DISTURBANCE,3116 ADAMS ST,2022-05-18 13:12:51
RESIDENTIAL ALARM,7919 W CAPITOL AVE,2022-05-18 13:11:34
ACCIDENT,W MARKHAM ST / S VICTORY ST,2022-05-18 13:04:03
RESIDENTIAL ALARM,6607 EVERGREEN DR,2022-05-18 13:00:00
ACCIDENT,GEYER SPRINGS RD / NOVA LN,2022-05-18 12:59:41
ASSIST MEDICAL,27 WESTFIELD CT,2022-05-18 12:57:29
PROPERTY CHECK,820 S RODNEY PARHAM RD,2022-05-18 12:55:52
ASSIST MEDICAL,3601 W ROOSEVELT RD,2022-05-18 12:54:55
RESIDENTIAL ALARM,8 HARROW DR,2022-05-18 12:46:49
VEHICLE SUSPICIOUS VEHICLE,2201 MAIN ST,2022-05-18 12:42:39
NARCOTICS LAW VIOLATIONS,6305 SENATE DR,2022-05-18 12:40:41
DISTURBANCE IN PROGRESS,12725 VALLEYWOOD DR,2022-05-18 12:39:41
INFORMATION REPORT,6318 DENHAM DR,2022-05-18 12:38:40
CHECK CONDITION OF SUBJECT,1812 RESERVOIR RD,2022-05-18 12:37:14
DEATH,19 NANDINA CIR,2022-05-18 12:32:55
ACCIDENT,OTTER CREEK RD / BASS PRO PKY,2022-05-18 12:29:49
BURGLARY IN PROGRESS,9 ROSEMONT DR,2022-05-18 12:29:07
STANDBY TO PREVENT DISTURBANCE,924 E 9TH ST,2022-05-18 12:26:46
TRAFFIC STOP,1 ST VINCENT CIR,2022-05-18 12:25:05
CHECK CONDITION OF SUBJECT,4300 MARYLAND AVE,2022-05-18 12:23:14
SUSPICIOUS PERSON,2700 S SHACKLEFORD RD,2022-05-18 12:22:55
RESIDENTIAL ALARM,5727 STONEWALL RD,2022-05-18 12:19:03
CHECK CONDITION OF SUBJECT,2300 REBSAMEN PARK RD,2022-05-18 12:17:04
STANDBY TO PREVENT DISTURBANCE,5620 SOUTHWICK DR,2022-05-18 12:07:21
RESIDENTIAL ALARM,9 SUN VALLEY RD,2022-05-18 12:03:11
VEHICLE STALLED VEHICLE,GOVERNORS LAKE DR / CAPITOL HILL BLVD,2022-05-18 12:02:40
RESIDENTIAL ALARM,5600 WINDAMERE DR,2022-05-18 12:00:52
ASSIST OTHER AGENCY,S UNIVERSITY AVE / W 32ND ST,2022-05-18 11:59:37
CHECK CONDITION OF SUBJECT,W MARKHAM ST / N UNIVERSITY AVE,2022-05-18 11:55:23
STANDBY TO PREVENT DISTURBANCE,5403 WESTMINISTER DR,2022-05-18 11:47:31
ACCIDENT,10005 COLONEL GLENN RD,2022-05-18 11:45:34
VEHICLE DWOC,BRECKENRIDGE DR / CONVERSE DR,2022-05-18 11:42:18
DISTURBANCE,6711 W MARKHAM ST,2022-05-18 11:40:37
HARASSING COMMUNICATIONS,16 TOREY PINES DR,2022-05-18 11:37:02
DISTURBANCE IN PROGRESS,1010 WOLFE ST,2022-05-18 11:36:13
BATTERY IN PROGRESS,14201 KANIS RD,2022-05-18 11:27:41
INFORMATION REPORT,401 PINE ROCK CT,2022-05-18 11:27:09
BURGLARY IN PROGRESS,509 GAMBLE RD,2022-05-18 11:23:45
FIREWORKS,5813 BASELINE RD,2022-05-18 11:19:53
DISTURBANCE IN PROGRESS,5005 W 28TH ST,2022-05-18 11:18:39
THEFT IN PROGRESS,2305 S IZARD ST,2022-05-18 11:14:05
LOITERING,11525 CANTRELL RD,2022-05-18 11:10:33
KIDNAPPING,9 ROSEMONT DR,2022-05-18 10:59:27
ROBBERY OF INDIVIDUAL,W 22ND ST / S VALENTINE ST,2022-05-18 10:50:46
STANDBY TO PREVENT DISTURBANCE,7801 JAMISON RD,2022-05-18 10:44:07
CHECK CONDITION OF SUBJECT,3917 W 12TH ST,2022-05-18 10:43:29
RESIDENTIAL ALARM,108 W ROOSEVELT RD,2022-05-18 10:43:07
SHOTS FIRED,701 RAHLING RD,2022-05-18 10:42:18
SHOTS FIRED,FAIR PARK BLVD / ZOO DR,2022-05-18 10:40:05
CRIMINAL TRESPASS IN PROGRESS,2900 W 13TH ST,2022-05-18 10:36:36
CHECK CONDITION OF SUBJECT,3 BUCKLAND RD,2022-05-18 10:31:44
ASSIST MEDICAL,5813 BASELINE RD,2022-05-18 10:30:48
RESIDENTIAL ALARM,37 HILL LN,2022-05-18 10:27:48
CHECK CONDITION OF SUBJECT,201 S PARK ST,2022-05-18 10:24:26
RESIDENTIAL ALARM,8509 LABETTE DR,2022-05-18 10:23:15
BURGLAR ALARM,1803 BROADWAY ST,2022-05-18 10:22:45
ASSIST MEDICAL,10105 INTERSTATE 30,2022-05-18 10:21:15
CRIMINAL TRESPASS IN PROGRESS,3505 WYNNE ST,2022-05-18 10:17:46
STANDBY TO PREVENT DISTURBANCE,2708 S GAINES ST,2022-05-18 10:11:28
CHECK CONDITION OF SUBJECT,INTERSTATE 430 / N RODNEY PARHAM RD,2022-05-18 10:10:44
CRIMINAL TRESPASS IN PROGRESS,5300 ASHER AVE,2022-05-18 10:06:51
DISTURBANCE IN PROGRESS,1811 RICE ST,2022-05-18 09:58:56
CHECK CONDITION OF SUBJECT,5408 SOUTHWOOD RD,2022-05-18 09:54:12
DISTURBANCE IN PROGRESS,901 FAIR PARK BLVD,2022-05-18 09:52:20
UNKNOWN,2523 W MARKHAM ST,2022-05-18 09:47:44
DISTURBANCE WITH WEAPON IN PROGRESS,4201 WELDON AVE,2022-05-18 09:39:55
DISTURBANCE IN PROGRESS,914 W ROOSEVELT RD,2022-05-18 09:35:51
DISTURBANCE JUST OCCURRED,2913 KAVANAUGH BLVD,2022-05-18 09:34:42
UNKNOWN,INTERSTATE PARK DR / S ARCH ST,2022-05-18 09:33:30
INFORMATION REPORT,10001 KANIS RD,2022-05-18 09:25:55
SUSPICIOUS PERSON,410 S UNIVERSITY AVE,2022-05-18 09:23:11
RESIDENTIAL ALARM,12 BELLA ROSA CT,2022-05-18 09:18:57
ACCIDENT HIT and RUN,2001 GREEN MOUNTAIN DR,2022-05-18 09:17:42
DISTURBANCE IN PROGRESS,1811 RICE ST,2022-05-18 09:13:37
SUSPICIOUS PERSON,W 12TH ST / S PIERCE ST,2022-05-18 09:12:44
NARCOTICS LAW VIOLATIONS,123 W 3RD ST,2022-05-18 09:00:54
BURGLAR ALARM,523 S LOUISIANA ST,2022-05-18 08:40:56
BURGLAR ALARM,425 PRESIDENT CLINTON AVE,2022-05-18 08:40:21
BATTERY IN PROGRESS,1001 BRECKENRIDGE DR,2022-05-18 08:39:16
CHECK CONDITION OF SUBJECT,1800 BROADWAY ST,2022-05-18 08:38:34
STANDBY TO PREVENT DISTURBANCE,6401 BASELINE RD,2022-05-18 08:36:21
CUTTING,9601 BAPTIST HEALTH DR,2022-05-18 08:35:44
ACCIDENT,3710 S UNIVERSITY AVE,2022-05-18 08:26:21
BURGLARY IN PROGRESS,6712 BASELINE RD,2022-05-18 08:25:38
ACCIDENT,W 27TH ST / S ELM ST,2022-05-18 08:16:52
STANDBY TO PREVENT DISTURBANCE,7700 N CHICOT RD,2022-05-18 08:13:27
SUSPICIOUS PERSON,JOHN BARROW RD / W 30TH ST,2022-05-18 08:09:43
ASSIST MEDICAL,9600 BAPTIST HEALTH DR,2022-05-18 08:03:03
CRIMINAL MISCHIEF IN PROGRESS,4016 STANNUS ST,2022-05-18 08:00:22
BURGLAR ALARM,909 CUMBERLAND ST,2022-05-18 07:59:12
DISTURBANCE IN PROGRESS,10800 MARA LYNN RD,2022-05-18 07:58:16
ACCIDENT,CANTRELL RD / TAYLOR LOOP RD,2022-05-18 07:57:22
DISTURBANCE IN PROGRESS,4600 W 21ST ST,2022-05-18 07:57:00
DISTURBANCE IN PROGRESS,11400 FINANCIAL CENTRE PKY,2022-05-18 07:53:31
BURGLAR ALARM,1719 MERRILL DR,2022-05-18 07:51:04
TRAFFIC STOP,INTERSTATE 430 / COLONEL GLENN RD,2022-05-18 07:50:33
ANIMAL VICIOUS ANIMAL,W 14TH ST / MAPLE ST,2022-05-18 07:46:46
TRAFFIC STOP,COLONEL GLENN RD / S SHACKLEFORD RD,2022-05-18 07:45:45
ANIMAL VICIOUS ANIMAL,700 E 17TH ST,2022-05-18 07:41:37
TRAFFIC STOP,1010 BRECKENRIDGE DR,2022-05-18 07:40:41
ANIMAL VICIOUS ANIMAL,4800 TERRA VISTA CIR,2022-05-18 07:35:19
TRAFFIC STOP,BANKHEAD/ROOSEVELT,2022-05-18 07:34:57
POLICE - SUBJECT DOWN,6425 S UNIVERSITY AVE,2022-05-18 07:24:37
PROPERTY CHECK,7600 REBSAMEN PARK RD,2022-05-18 07:11:33
CHECK CONDITION OF SUBJECT,201 N SHACKLEFORD RD,2022-05-18 07:03:22
ACCIDENT,FRONTAGE RD / VIMY RIDGE RD,2022-05-18 06:52:27
BURGLAR ALARM,1920 E 6TH ST,2022-05-18 06:50:02
CHECK CONDITION OF SUBJECT,5408 SOUTHWOOD RD,2022-05-18 06:47:41
VEHICLE STOLEN VEHICLE,1010 BRECKENRIDGE DR,2022-05-18 06:37:39
THEFT JUST OCCURRED,8500 HERRICK LN,2022-05-18 06:05:52
SHOTS FIRED,W 35TH ST / DR MARTIN LUTHER KING DR,2022-05-18 06:04:59
DISTURBANCE IN PROGRESS,221 E CAPITOL AVE,2022-05-18 06:01:39
VEHICLE STOLEN VEHICLE,1602 GREEN MOUNTAIN DR,2022-05-18 06:00:37
BURGLAR ALARM,12200 WESTHAVEN DR,2022-05-18 05:59:06
ASSIST MEDICAL,2901 S MONROE ST,2022-05-18 05:48:34
BATTERY JUST OCCURRED,9700 BASELINE RD,2022-05-18 05:37:53
BURGLAR ALARM,5120 W 65TH ST,2022-05-18 05:23:49
DISTURBANCE,10105 INTERSTATE 30,2022-05-18 05:22:28
SUSPICIOUS PERSON,1710 WOLFE ST,2022-05-18 05:14:17
LOUD MUSIC,1601 N SHACKLEFORD RD,2022-05-18 04:56:35
SUSPICIOUS PERSON,3223 WALKER ST,2022-05-18 04:52:05
BATTERY JUST OCCURRED,4408 LUDWIG ST,2022-05-18 04:50:34
BURGLAR ALARM,9225 SIBLEY HOLE RD,2022-05-18 04:35:54
CHECK CONDITION OF SUBJECT,3201 W ROOSEVELT RD,2022-05-18 04:32:55
DISTURBANCE IN PROGRESS,3401 MABELVALE PIKE,2022-05-18 04:27:22
DISTURBANCE WITH WEAPON IN PROGRESS,6922 GEYER SPRINGS RD,2022-05-18 04:22:16
SUSPICIOUS PERSON,109 S OAK ST,2022-05-18 04:18:38
CHECK CONDITION OF SUBJECT,2601 W 65TH ST,2022-05-18 04:14:58
STANDBY TO PREVENT DISTURBANCE,2415 BROADWAY ST,2022-05-18 03:58:51
SUSPICIOUS PERSON,3100 W 65TH ST,2022-05-18 03:44:34
POLICE - OVERDOSE,800 NAPA VALLEY DR,2022-05-18 03:28:21
BURGLAR ALARM,2624 S SHACKLEFORD RD,2022-05-18 03:25:29
DISTURBANCE IN PROGRESS,322 S ROCK ST,2022-05-18 03:12:21
THEFT JUST OCCURRED,3200 BANKHEAD DR,2022-05-18 03:03:48
DISTURBANCE IN PROGRESS,8902 GEYER SPRINGS RD,2022-05-18 02:50:39
BURGLAR ALARM,9300 MABELVALE PIKE,2022-05-18 02:42:52
ASSIST MEDICAL,10200 N RODNEY PARHAM RD,2022-05-18 02:37:51
DEATH,19 VILLAS CIR,2022-05-18 02:35:51
