Call type,Location,Dispatch time
DEATH,27 SCENIC PT,2022-05-19 19:08:12
PRISONER TRANSPORT,310 E CAPITOL AVE,2022-05-19 18:58:07
RESIDENTIAL ALARM,8 LARK PL,2022-05-19 18:57:41
DISTURBANCE WITH WEAPON IN PROGRESS,223 LINWOOD CT,2022-05-19 18:54:31
ASSIST MEDICAL,4112 W 24TH ST,2022-05-19 18:47:36
ADMINISTRATIVE,3201 W ROOSEVELT RD,2022-05-19 18:45:17
CRIMINAL TRESPASS,701 S SCOTT ST,2022-05-19 18:36:46
RESIDENTIAL ALARM,2912 HINSON RD,2022-05-19 18:34:46
DISTURBANCE IN PROGRESS,6200 COLONEL GLENN RD,2022-05-19 18:25:37
BATTERY JUST OCCURRED,1010 BRECKENRIDGE DR,2022-05-19 18:23:45
CRIMINAL TRESPASS IN PROGRESS,7700 SCOTT HAMILTON DR,2022-05-19 18:20:09
ASSIST MEDICAL,1201 KAVANAUGH BLVD,2022-05-19 18:17:48
BATTERY IN PROGRESS,2002 S FILLMORE ST,2022-05-19 18:12:49
CRIMINAL TRESPASS IN PROGRESS,7124 W MARKHAM ST,2022-05-19 18:12:01
DISTURBANCE IN PROGRESS,12111 W MARKHAM ST,2022-05-19 18:09:21
CRIMINAL TRESPASS IN PROGRESS,W 32ND ST / POTTER ST,2022-05-19 18:05:59
CHECK CONDITION OF SUBJECT,5001 W 65TH ST,2022-05-19 18:03:42
ACCIDENT,FINANCIAL CENTRE PKY / HARDIN RD,2022-05-19 18:01:46
VEHICLE STALLED VEHICLE,JOHN BARROW RD / KANIS RD,2022-05-19 18:01:18
VEHICLE STALLED VEHICLE,1701 CANTRELL RD,2022-05-19 18:00:09
SUSPICIOUS PERSON,N PIERCE ST / Y ST,2022-05-19 17:58:52
UNKNOWN,8101 CANTRELL RD,2022-05-19 17:48:48
ROBBERY ALARM,905 BROADWAY ST,2022-05-19 17:46:40
THEFT,10321 REPUBLIC LN,2022-05-19 17:45:39
STANDBY TO PREVENT DISTURBANCE,20600 CHALAMONT DR,2022-05-19 17:43:33
ACCIDENT,RIDGEVIEW DR / CANTRELL RD,2022-05-19 17:42:31
SUSPICIOUS PERSON,9101 W MARKHAM ST,2022-05-19 17:37:51
ACCIDENT W/INJURY and ENTRAPMENT,FAIR PARK BLVD / ASHER AVE,2022-05-19 17:34:55
ACCIDENT INJURIES,ASHER AVE / S UNIVERSITY AVE,2022-05-19 17:32:38
ACCIDENT HIT and RUN,10201 N RODNEY PARHAM RD,2022-05-19 17:31:41
CHECK CONDITION OF SUBJECT,5900 REBSAMEN PARK RD,2022-05-19 17:24:16
DISTURBANCE IN PROGRESS,10601 KANIS RD,2022-05-19 17:19:43
DISTURBANCE IN PROGRESS,2100 KAVANAUGH BLVD,2022-05-19 17:17:17
PROPERTY CHECK,3410 W ROOSEVELT RD,2022-05-19 17:14:29
PARKING VIOLATION,1109 KAVANAUGH BLVD,2022-05-19 17:13:11
PROPERTY CHECK,9209 CYNTHIA DR,2022-05-19 17:09:16
DISTURBANCE JUST OCCURRED,33 GREENWAY DR,2022-05-19 17:08:01
LOUD MUSIC,2807 KAVANAUGH BLVD,2022-05-19 17:06:18
VEHICLE STOLEN VEHICLE,4520 CAROLINA ST,2022-05-19 17:04:58
INFORMATION REPORT,1010 BRECKENRIDGE DR,2022-05-19 17:03:13
ASSIST MEDICAL,5300 BASELINE RD,2022-05-19 17:02:10
INFORMATION REPORT,8415 W MARKHAM ST,2022-05-19 16:59:15
DISTURBANCE JUST OCCURRED,8100 CANTRELL RD,2022-05-19 16:57:03
VEHICLE ABANDONED VEHICLE,519 W 19TH ST,2022-05-19 16:53:38
RESIDENTIAL ALARM,8101 OXFORD VALLEY DR,2022-05-19 16:53:10
LOITERING,1500 WOLFE ST,2022-05-19 16:52:01
INFORMATION REPORT,1201 S MONROE ST,2022-05-19 16:50:59
PROPERTY CHECK,TULANE AVE / MONTCLAIR RD,2022-05-19 16:50:19
VEHICLE STOLEN VEHICLE,S STATE ST / W 17TH ST,2022-05-19 16:49:48
THEFT,9501 INTERSTATE 30,2022-05-19 16:48:30
SHOPLIFTING,8801 BASELINE RD,2022-05-19 16:42:16
STANDBY TO PREVENT DISTURBANCE,3919 W 13TH ST,2022-05-19 16:41:24
ACCIDENT,CHENAL VALLEY DR / CHENAL PKY,2022-05-19 16:40:39
BATTERY JUST OCCURRED,4907 IVES RD,2022-05-19 16:37:43
RESIDENTIAL ALARM,6600 POPPY RD,2022-05-19 16:35:08
CHECK CONDITION OF SUBJECT,3008 S STATE ST,2022-05-19 16:33:48
ACCIDENT HIT and RUN,620 S UNIVERSITY AVE,2022-05-19 16:33:37
THEFT,4823 W 31ST ST,2022-05-19 16:32:31
BURGLAR ALARM,3700 OLD SHACKLEFORD RD,2022-05-19 16:28:56
SUSPICIOUS PERSON,800 BROADWAY ST,2022-05-19 16:26:52
BREAKING OR ENTERING AUTO,1205 S UNIVERSITY AVE,2022-05-19 16:25:09
DISTURBANCE IN PROGRESS,701 S SCOTT ST,2022-05-19 16:24:16
VEHICLE ATTEMPT TO LOCATE STOLEN VEHICLE,508 IVORY DR,2022-05-19 16:18:03
BURGLAR ALARM,1401 W 3RD ST,2022-05-19 16:15:25
DISTURBANCE WITH WEAPON IN PROGRESS,223 LINWOOD CT,2022-05-19 16:12:36
STANDBY TO PREVENT DISTURBANCE,10014 N RODNEY PARHAM RD,2022-05-19 16:10:54
VEHICLE STALLED VEHICLE,13500 CHENAL PKY,2022-05-19 16:09:16
DISTURBANCE IN PROGRESS,8901 BASELINE RD,2022-05-19 16:07:53
BATTERY,4200 W 12TH ST,2022-05-19 16:06:00
DISTURBANCE IN PROGRESS,8223 SCOTT HAMILTON DR,2022-05-19 16:04:07
ACCIDENT HIT and RUN,8415 W MARKHAM ST,2022-05-19 16:01:33
DISTURBANCE JUST OCCURRED,224 E 7TH ST,2022-05-19 15:59:23
CHECK CONDITION OF SUBJECT,14000 CANTRELL RD,2022-05-19 15:57:40
BURGLARY,138 CAUREL CIR,2022-05-19 15:57:14
ACCIDENT HIT and RUN,6600 GEYER SPRINGS RD,2022-05-19 15:52:21
RESIDENTIAL ALARM,85 WESTFIELD LOOP,2022-05-19 15:49:29
DISTURBANCE,W 11TH ST / DR MARTIN LUTHER KING DR,2022-05-19 15:48:12
SUSPICIOUS PERSON,1801 W 15TH ST,2022-05-19 15:45:32
CRIMINAL TRESPASS,4420 W CHARLES BUSSEY AVE,2022-05-19 15:40:43
BURGLAR ALARM,1401 W 3RD ST,2022-05-19 15:38:11
RESIDENTIAL ALARM,6901 CAMELOT DR,2022-05-19 15:36:28
ASSIST MEDICAL,2 BLACKTHORN ST,2022-05-19 15:34:53
INFORMATION REPORT,PARKWAY PLACE DR / W MARKHAM ST,2022-05-19 15:30:25
CHECK CONDITION OF SUBJECT,11700 CHENAL PKY,2022-05-19 15:29:41
BATTERY,516 S RODNEY PARHAM RD,2022-05-19 15:28:22
BURGLARY,5117 W 28TH ST,2022-05-19 15:27:33
STANDBY TO PREVENT DISTURBANCE,2516 KAVANAUGH BLVD,2022-05-19 15:26:36
ASSIST MEDICAL,4815 W MARKHAM ST,2022-05-19 15:23:49
CRIMINAL TRESPASS IN PROGRESS,8219 INTERSTATE 30,2022-05-19 15:22:33
ASSIST MEDICAL,312 E 11TH ST,2022-05-19 15:20:45
STANDBY TO PREVENT DISTURBANCE,2823 COVENANT CV,2022-05-19 15:15:01
PRISONER TRANSPORT,3001 W ROOSEVELT RD,2022-05-19 15:14:00
BURGLARY IN PROGRESS,32 NEW HORIZON LN,2022-05-19 15:10:44
ASSIST MEDICAL,6414 BASELINE RD,2022-05-19 15:08:13
DISTURBANCE IN PROGRESS,6300 COLONEL GLENN RD,2022-05-19 15:06:55
VEHICLE STOLEN VEHICLE,10315 REPUBLIC LN,2022-05-19 15:04:57
FORGERY,6101 BASELINE RD,2022-05-19 15:04:24
SUSPICIOUS PERSON,JONES ST / W 18TH ST,2022-05-19 15:02:18
SUSPICIOUS PERSON,4801 COUNTRY CLUB BLVD,2022-05-19 14:56:15
CRIMINAL MISCHIEF IN PROGRESS,W 23RD ST / S CHESTER ST,2022-05-19 14:54:54
VEHICLE STOLEN VEHICLE,7400 SCOTT HAMILTON DR,2022-05-19 14:52:38
DISTURBANCE,108 WOODSTONE DR,2022-05-19 14:48:38
ASSIST MEDICAL,612 E ROOSEVELT RD,2022-05-19 14:46:27
ACCIDENT,LANCASTER RD / W 65TH ST,2022-05-19 14:43:45
BREAKING OR ENTERING AUTO,1400 LEANDER DR,2022-05-19 14:41:30
DISTURBANCE WITH WEAPON JUST OCCURRED,4519 W 27TH ST,2022-05-19 14:34:51
RESIDENTIAL ALARM,204 RIDGEWAY DR,2022-05-19 14:28:24
LOITERING,921 S VAN BUREN ST,2022-05-19 14:26:17
DISTURBANCE IN PROGRESS,311 E 8TH ST,2022-05-19 14:23:26
DISTURBANCE IN PROGRESS,13625 VIMY RIDGE RD,2022-05-19 14:19:13
TRAFFIC STOP,MABELVALE PIKE / W 53RD ST,2022-05-19 14:16:23
DISTURBANCE IN PROGRESS,6300 COLONEL GLENN RD,2022-05-19 14:11:12
BATTERY,24 WESTMONT CIR,2022-05-19 14:05:17
BATTERY JUST OCCURRED,1624 BROADWAY ST,2022-05-19 14:00:14
UNKNOWN,1425 KAVANAUGH BLVD,2022-05-19 14:00:11
INDUSTRIAL ACCIDENT,1000 FAIRPOINT AVE,2022-05-19 13:55:09
DISTURBANCE WITH WEAPON IN PROGRESS,9414 STILLMAN DR,2022-05-19 13:44:06
ACCIDENT,2301 S UNIVERSITY AVE,2022-05-19 13:42:46
INFORMATION REPORT,BASELINE RD / FRONTAGE RD,2022-05-19 13:40:11
CHECK CONDITION OF SUBJECT,RESERVOIR RD / N RODNEY PARHAM RD,2022-05-19 13:36:19
CHECK CONDITION OF SUBJECT,16 STONEBRIDGE CIR,2022-05-19 13:30:42
STANDBY TO PREVENT DISTURBANCE,4600 HOFFMAN RD,2022-05-19 13:26:16
RESIDENTIAL ALARM,31 DEERBERRY FOREST CIR,2022-05-19 13:24:49
INFORMATION REPORT,6200 COLONEL GLENN RD,2022-05-19 13:20:06
DISTURBANCE IN PROGRESS,3200 S UNIVERSITY AVE,2022-05-19 13:18:00
LOITERING,214 N SPRUCE ST,2022-05-19 13:16:24
THEFT,1701 MAIN ST,2022-05-19 13:14:04
VEHICLE DWOC,4105 WHITFIELD ST,2022-05-19 13:13:22
ASSIST MEDICAL,10720 N RODNEY PARHAM RD,2022-05-19 13:12:11
DISTURBANCE JUST OCCURRED,1000 KIRBY RD,2022-05-19 13:11:03
DISTURBANCE IN PROGRESS,2600 W 65TH ST,2022-05-19 13:08:36
STANDBY TO PREVENT DISTURBANCE,1900 RESERVOIR RD,2022-05-19 13:05:06
SUSPICIOUS PERSON,9009 COLONEL GLENN RD,2022-05-19 13:03:02
PROPERTY CHECK,4 CLINT CT,2022-05-19 13:01:51
DISTURBANCE,6412 BASELINE RD,2022-05-19 12:59:20
BURGLAR ALARM,9500 KANIS RD,2022-05-19 12:54:28
DISTURBANCE IN PROGRESS,1509 W DAISY L GATSON BATES DR,2022-05-19 12:50:55
ACCIDENT,CANTRELL RD / ANDOVER CT,2022-05-19 12:46:23
TERRORISTIC THREATENING,4710 FRAZIER PIKE,2022-05-19 12:44:58
INFORMATION REPORT,415 E 9TH ST,2022-05-19 12:43:47
RESIDENTIAL ALARM,11 CHELSEA RD,2022-05-19 12:42:49
RESIDENTIAL ALARM,100 HICKORY CREEK CIR,2022-05-19 12:42:15
ACCIDENT,CANTRELL RD / CEDAR HILL RD,2022-05-19 12:41:40
BREAKING OR ENTERING AUTO,2300 REBSAMEN PARK RD,2022-05-19 12:41:24
SUSPICIOUS PERSON,2800 N TAYLOR ST,2022-05-19 12:38:02
INFORMATION REPORT,9300 MABELVALE CTF,2022-05-19 12:29:34
LOUD MUSIC,6200 COLONEL GLENN RD,2022-05-19 12:28:06
PROPERTY CHECK,57 GLENMERE DR,2022-05-19 12:26:42
DISTURBANCE IN PROGRESS,27 RUGBY DR,2022-05-19 12:23:50
LOITERING,2608 MAPLE ST,2022-05-19 12:21:25
DISTURBANCE IN PROGRESS,925 S UNIVERSITY AVE,2022-05-19 12:14:59
ASSIST MEDICAL,8701 WINSTON DR,2022-05-19 12:13:20
RESIDENTIAL ALARM,2 SERIAN CIR,2022-05-19 12:11:01
BURGLAR ALARM,221 E CAPITOL AVE,2022-05-19 12:09:37
CHECK CONDITION OF SUBJECT,10434 W 36TH ST,2022-05-19 12:06:14
ASSIST MEDICAL,1510 WELCH ST,2022-05-19 12:04:23
DISTURBANCE JUST OCCURRED,7315 ANITA DR,2022-05-19 12:00:51
DISTURBANCE IN PROGRESS,1800 BROADWAY ST,2022-05-19 11:59:38
CHECK CONDITION OF SUBJECT,4604 W 25TH ST,2022-05-19 11:52:58
CHECK CONDITION OF SUBJECT,2516 KAVANAUGH BLVD,2022-05-19 11:47:27
LOITERING,6029 ARBOR CV,2022-05-19 11:44:40
VEHICLE STALLED VEHICLE,5500 W MARKHAM ST,2022-05-19 11:41:39
CHECK CONDITION OF SUBJECT,W MARKHAM ST / N UNIVERSITY AVE,2022-05-19 11:32:49
CHECK CONDITION OF SUBJECT,2000 RESERVOIR RD,2022-05-19 11:23:19
VEHICLE ABANDONED VEHICLE,5 BRICKTON PL,2022-05-19 11:17:01
ACCIDENT HIT and RUN,INTERSTATE 440 / BANKHEAD DR,2022-05-19 11:16:15
CHECK CONDITION OF SUBJECT,5408 COUNTRY CLUB BLVD,2022-05-19 11:15:34
DISTURBANCE IN PROGRESS,2 SAINT VINCENT CIR,2022-05-19 11:12:45
DISTURBANCE IN PROGRESS,12610 CHENAL PKY,2022-05-19 11:10:00
ACCIDENT W/INJURY and ENTRAPMENT,10923 W MARKHAM ST,2022-05-19 11:07:36
DISTURBANCE IN PROGRESS,2205 S IZARD ST,2022-05-19 11:02:04
CRIMINAL MISCHIEF JUST OCCURRED,11702 PLEASANT RIDGE CT,2022-05-19 11:00:44
CRIMINAL TRESPASS,3600 SPRINGER BLVD,2022-05-19 10:58:24
CHECK CONDITION OF SUBJECT,11400 W MARKHAM ST,2022-05-19 10:55:32
DISTURBANCE IN PROGRESS,CHENAL PKY / W MARKHAM ST,2022-05-19 10:53:03
FOUND PROPERTY,N PALM ST / KAVANAUGH BLVD,2022-05-19 10:44:49
PROPERTY CHECK,3105 S SUMMIT ST,2022-05-19 10:40:15
TRAFFIC STOP,W MARKHAM ST / S OAK ST,2022-05-19 10:39:53
SUSPICIOUS PERSON,3101 BOYLE PARK RD,2022-05-19 10:37:10
ACCIDENT,S UNIVERSITY AVE / SAINT VINCENT CIR,2022-05-19 10:27:11
CHECK CONDITION OF SUBJECT,10101 GEYER SPRINGS RD,2022-05-19 10:24:26
DISTURBANCE IN PROGRESS,304 S UNIVERSITY AVE,2022-05-19 10:22:39
SUSPICIOUS PERSON,N TAYLOR ST / WOODLAWN DR,2022-05-19 10:19:28
DISTURBANCE IN PROGRESS,310 E CAPITOL AVE,2022-05-19 10:16:32
BURGLAR ALARM,2701 MAIN ST,2022-05-19 10:13:41
DISTURBANCE IN PROGRESS,501 BROOKSIDE DR,2022-05-19 10:11:05
INFORMATION REPORT,8915 KANIS RD,2022-05-19 10:01:24
CHECK CONDITION OF SUBJECT,7212 GEYER SPRINGS RD,2022-05-19 09:54:23
INFORMATION REPORT,S IZARD ST / W CAPITOL AVE,2022-05-19 09:50:35
STANDBY TO PREVENT DISTURBANCE,617 BROADWAY ST,2022-05-19 09:47:02
LOITERING,12610 CHENAL PKY,2022-05-19 09:45:53
CRIMINAL TRESPASS IN PROGRESS,2024 ARKANSAS VALLEY DR,2022-05-19 09:43:23
DISTURBANCE IN PROGRESS,2100 E 6TH ST,2022-05-19 09:42:07
DISTURBANCE IN PROGRESS,9510 WILDERNESS RD,2022-05-19 09:36:31
INFORMATION REPORT,1900(2321) BLK LABETTE MANOR DR,2022-05-19 09:34:47
ACCIDENT PEDESTRIAN,6219 STAGECOACH RD,2022-05-19 09:27:52
CITIZEN CONTACT,3101 BOYLE PARK RD,2022-05-19 09:27:46
DISTURBANCE IN PROGRESS,34 CLIFTON DR,2022-05-19 09:25:26
INFORMATION REPORT,1811 RICE ST,2022-05-19 09:23:31
CHECK CONDITION OF SUBJECT,1400 OLD FORGE DR,2022-05-19 09:18:02
VEHICLE STALLED VEHICLE,COLONEL GLENN RD / JOHN BARROW RD,2022-05-19 09:03:58
CHECK CONDITION OF SUBJECT,19 TIMBER LN,2022-05-19 09:01:44
VEHICLE RECOVERED STOLEN VEHICLE,3500 JOHN BARROW RD,2022-05-19 08:59:50
ACCIDENT,W 4TH ST / CENTER ST,2022-05-19 08:58:08
DISTURBANCE IN PROGRESS,8 CATALINA CT,2022-05-19 08:56:56
FIRE RUN,9101 AUXOR RD,2022-05-19 08:53:10
INFORMATION REPORT,5800 TRENTON LN,2022-05-19 08:51:52
CHECK CONDITION OF SUBJECT,ROYAL OAKS DR / CHICOT RD,2022-05-19 08:48:27
THEFT,10001 KANIS RD,2022-05-19 08:47:36
ANIMAL VICIOUS ANIMAL,200 N BOWMAN RD,2022-05-19 08:45:10
BATTERY,410 SHALL AVE,2022-05-19 08:43:41
STANDBY TO PREVENT DISTURBANCE,8800 DREHER LN,2022-05-19 08:39:38
CRIMINAL TRESPASS IN PROGRESS,11324 ARCADE DR,2022-05-19 08:38:20
VEHICLE STOLEN VEHICLE,9700 BASELINE RD,2022-05-19 08:32:39
INFORMATION REPORT,4125 ARAPAHO TRL,2022-05-19 08:30:57
ACCIDENT,1910 S ARCH ST,2022-05-19 08:30:08
ASSIST MEDICAL,925 S UNIVERSITY AVE,2022-05-19 08:24:12
DISTURBANCE IN PROGRESS,102 BROOKSIDE DR,2022-05-19 08:17:16
DISTURBANCE IN PROGRESS,11121 N RODNEY PARHAM RD,2022-05-19 08:13:39
DISTURBANCE WITH WEAPON IN PROGRESS,4701 ASHER AVE,2022-05-19 08:12:50
DISTURBANCE IN PROGRESS,617 BROADWAY ST,2022-05-19 08:09:19
DISTURBANCE IN PROGRESS,4811 TERRA VISTA CIR,2022-05-19 08:01:44
PROPERTY CHECK,7515 GEYER SPRINGS RD,2022-05-19 07:59:57
SUSPICIOUS PERSON,2500 W 7TH ST,2022-05-19 07:58:36
ASSIST MEDICAL,6900 CANTRELL RD,2022-05-19 07:52:58
DISTURBANCE IN PROGRESS,104 S UNIVERSITY AVE,2022-05-19 07:50:31
BURGLAR ALARM,12911 CANTRELL RD,2022-05-19 07:48:25
SUSPICIOUS PERSON,3901 W MARKHAM ST,2022-05-19 07:43:44
ASSIST MEDICAL,4300 W 7TH ST,2022-05-19 07:35:33
ACCIDENT,W CHARLES BUSSEY AVE / S OAK ST,2022-05-19 07:33:13
RESIDENTIAL ALARM,1516 N HUGHES ST,2022-05-19 07:32:11
BREAKING OR ENTERING AUTO,6415 W 3RD ST,2022-05-19 07:29:49
CHECK CONDITION OF SUBJECT,5001 W 65TH ST,2022-05-19 07:28:19
ACCIDENT,N RODNEY PARHAM RD / PLEASANT VALLEY DR,2022-05-19 07:27:39
CHECK CONDITION OF SUBJECT,33 N MEADOWCLIFF DR,2022-05-19 07:27:06
ACCIDENT INJURIES,CANTRELL RD / N KATILLUS RD,2022-05-19 07:25:32
ACCIDENT HIT and RUN,STAGECOACH RD / ROCKWOOD RD,2022-05-19 07:15:15
BATTERY,1003 E 10TH ST,2022-05-19 07:13:51
CHECK CONDITION OF SUBJECT,10103 W 20TH ST,2022-05-19 07:12:06
CHECK CONDITION OF SUBJECT,6311 BASELINE RD,2022-05-19 07:11:20
POLICE - SUBJECT DOWN,4309 LEE AVE,2022-05-19 07:10:25
DISTURBANCE IN PROGRESS,10805 IRONTON CUTOFF RD,2022-05-19 07:07:32
BURGLAR ALARM,4000 W 65TH ST,2022-05-19 07:06:57
DISTURBANCE IN PROGRESS,2 SAINT VINCENT CIR,2022-05-19 06:54:13
DISTURBANCE IN PROGRESS,2901 S MONROE ST,2022-05-19 06:43:23
BURGLAR ALARM,1900 ALDERSGATE RD,2022-05-19 06:42:23
